title,skills_list
Genetic Data Analyst,"['perl', 'sql', 'r', 'python', 'linux']"
Data Analyst,"['power_bi', 'cognos', 'sql']"
Master Data Analyst,"['excel', 'outlook', 'sql', 'word']"
Data Analyst – Intern (Remote Internship – Data Analysis),"['r', 'python', 'sql']"
"Data Analyst (Charlotte, NC (Hybrid) or Remote) in Charlotte, NC","['power_bi', 'jira', 'sap', 'sql', 'r', 'python', 'microstrategy', 'mongodb']"
Data Analyst,"['power_bi', 'python', 'sql', 'dax']"
IT Data Analyst,"['excel', 'spreadsheet', 'ssis', 'ssrs', 'sql']"
Data Analyst,['sql']
Senior Data Analyst,"['tableau', 'power_bi', 'excel', 'sas', 'power_bi', 'spark', 'sql', 'nosql', 'matplotlib', 'r', 'python', 'scala']"
Data Scientist,"['tableau', 'sas', 'r', 'python']"
Data Analyst,"['mysql', 'hadoop', 'tableau', 'power_bi', 'r', 'python', 'spark', 'sas', 'ssis', 'ssrs', 'sql']"
Data Analytics,['excel']
Data Research Intern,"['r', 'python', 'sql']"
AI & ML Data Scientist - Python | R | NLP - Top Secret Req.,"['tableau', 'c', 'azure', 'power_bi', 'sql', 'nosql', 'qlik', 'r', 'python', 'vba']"
Mid-Level Data Analyst/Scientist,"['splunk', 'python']"
Data Analyst,['sql']
Data Scientist - Lottery Number Prediction,"['pandas', 'python', 'tensorflow', 'scikit-learn']"
Jr. Data Analyst,"['excel', 'power_bi', 'tableau']"
Quality Data Analyst,['spreadsheet']
"Senior Data Analyst, Management Data Analysis","['power_bi', 'powerpoint', 'excel', 'ssis', 'snowflake', 'power_bi', 'sql', 'word', 'visio']"
Data Analyst,"['excel', 'power_bi', 'sharepoint', 'ssis', 'sql', 'azure']"
Ops Data Analyst,"['power_bi', 'tableau', 'excel', 'sap', 'snowflake', 'sql']"
Undergraduate Data Analyst Intern,"['power_bi', 'tableau', 'c', 'ssis', 'power_bi', 'ssrs', 'sql', 'r']"
Senior Data Analyst - Transportation Optimization,"['power_bi', 'tableau', 'spark', 'sql', 'r', 'python', 'scala']"
Quantitative Analysis Professional,['sql']
Sr. Data Analyst (Payments Platform),"['sql', 'python']"
"TEXAS DEPARTMENT OF MOTOR VEHICLES
            
            
          
          
            TxDMV – Data Analyst IV (Remote) in
            
              AUSTIN, Texas","['power_bi', 'tableau', 'excel', 'sql', 'spreadsheet']"
Healthcare Data Specialist,['excel']
Data Engineer,"['java', 'hadoop', 'gcp', 'r', 'aws', 'python', 'spark', 'snowflake', 'sql', 'azure']"
"New Homes - Data Entry Specialist, 12 month FTC - OnTheMarket",['go']
Entry Level Data Analyst,"['tableau', 'sql']"
Business Analyst,['sql']
"Data Scientist (M/F/D) - Istanbul, Turkey","['tableau', 'matplotlib', 'aws', 'python', 'sql']"
Data Science Specialist,"['python', 'numpy']"
Jr Data Scientist,['python']
Staff Data Scientist,"['azure', 'bigquery', 'snowflake', 'redshift', 'python']"
Manager Data Analyst,"['tableau', 'go', 'sql', 'alteryx']"
"Data Engineer, Business Intelligence","['postgres', 'java', 'tableau', 'airflow', 'looker', 'r', 'aws', 'python', 'spark', 'snowflake', 'sql']"
Data & BI Analyst I - Branch Development - Full-time / Part-time,"['hadoop', 'nosql']"
"Data Analyst, Finance & Strategy","['tableau', 'r', 'python', 'spark', 'sql']"
Data Analyst II - Now Hiring,"['excel', 'sql']"
Data Analyst,"['tableau', 'power_bi', 'r', 'python', 'sql']"
Sr. Operations Data Analyst - Provider - (SAS Required) - Remote,"['tableau', 'sas', 'cognos']"
Data Analyst,['cognos']
Senior Data Warehouse Developer,"['sas', 'shell', 'pl/sql', 'snowflake', 'sql']"
Operations Research Analyst/ Data Scientist,"['scikit-learn', 'keras', 'pytorch', 'python', 'numpy', 'tensorflow']"
"AVP, People Analytics","['c', 'r']"
Data and Analytics Manager,"['tableau', 'power_bi', 'python', 'vba', 'c', 'sql']"
Data Analyst / Python Programmer - Contract to Hire,"['jupyter', 'pandas', 'selenium', 'excel', 'tableau', 'power_bi', 'graphql', 'r', 'python', 'numpy', 'vba', 'javascript', 'sql']"
"Manager, Risk Adjustment and Data Analytics",['sql']
Payor Data Analyst,"['excel', 'spreadsheet', 'sql']"
Consumer Research & Data Analyst,"['power_bi', 'sql']"
Program Data Specialist,['excel']
Provider Data Analyst Senior,['excel']
Full Time Data Analyst,"['excel', 'spreadsheet']"
Business Intelligence Analyst,"['power_bi', 'sql', 'azure', 'dax']"
Create an App in Tableau's Exchange,"['tableau', 'snowflake']"
Data Analyst,"['excel', 'javascript']"
Help with Conversion Goal Tracking Issue,['word']
Information Protection Data Analyst,"['postgres', 'powerpoint', 'excel', 'power_bi', 'powershell', 'python', 'outlook', 'sql', 'azure']"
Business Intelligence Analyst (Supplements)- Health & Wellness ...,"['power_bi', 'python', 'sql']"
Data Analyst III,"['power_bi', 'tableau', 'gcp', 'scala', 'spark', 'sql', 'r', 'python']"
Data Analyst II,"['power_bi', 'excel', 'sas', 'snowflake', 'sql', 'spss', 'r', 'python']"
Data Analyst,"['github', 'tableau', 'sas', 'snowflake', 'sql']"
Business Intelligence Analyst,"['qlik', 'crystal', 'power_bi', 'tableau', 'splunk', 'r', 'sas', 'ssrs', 'sql', 'dax']"
Business Analyst,"['tableau', 'power_bi', 'sql']"
Junior Data Analyst,['excel']
Business Data Analyst II,['spreadsheet']
Tax Data Analyst - Full-time,"['excel', 'go', 'sql']"
Sr. IT Business Analyst,"['power_bi', 'sharepoint', 'azure', 'excel', 'ssrs', 'sql']"
Data Analyst/BI Expert,"['power_bi', 'css', 'javascript', 'ssis', 'ssrs', 'sql', 'azure', 'dax']"
Advanced Digital Data Analyst,"['power_bi', 'excel', 'go', 'r', 'python']"
Data Analyst,"['hadoop', 'sql', 'mysql', 'python', 'mongodb']"
Insurance Analyst,"['power_bi', 'visual_basic', 'powerpoint', 'sas', 'snowflake', 'sql', 'python']"
Senior BI Analyst,"['power_bi', 'tableau', 'excel', 'go', 'sql']"
Travel Data Analyst,"['power_bi', 'tableau', 'aws', 'sql']"
"Healthcare Data Analyst, Claims and Authorizations *Remote in Beaverton, OR","['tableau', 'power_bi', 'sql']"
Data Analyst with LIMS,"['java', 'visio', 'excel', 'sas', 'sql']"
Virtual CTO- For Data Analytics and AI Company,"['crystal', 'aws', 'azure']"
Sales Planning & Forecasting Analyst,"['power_bi', 'tableau', 'powerpoint', 'excel']"
Analyst,"['powerpoint', 'word', 'excel', 'outlook']"
HIM Data Analyst,"['excel', 'power_bi']"
Data Scientist Intern,"['excel', 'java', 'hadoop', 'spark', 'r', 'python']"
"Senior GIS Data Analyst (Phoenix, AZ) in USA","['sql', 'python']"
Patient Safety Data Analyst,"['powerpoint', 'word', 'excel', 'visual_basic', 'r', 'outlook', 'sql']"
Remote Full-Time Data Analyst for Family Entertainment Business ...,['sql']
"Principal Data Scientist, Forecasting","['pandas', 'scikit-learn', 'pytorch', 'sql', 'git', 'python', 'tensorflow']"
SQL Data Engineer (3284),"['qlik', 'tableau', 'power_bi', 'mssql', 'microstrategy', 'cognos', 'ssis', 'ssrs', 'sql', 'azure']"
"$50/hr. -Data Analyst | Remote | Short Term Contract in Nashville, TN",['sql']
Business/Data Analyst,"['gdpr', 'qlik', 'tableau', 'power_bi']"
Senior Data Scientist,"['aws', 'c', 'c++', 'hadoop']"
Associate Research Data Analyst Central Office,"['excel', 'tableau']"
Research Data Analyst 2,"['excel', 'sql', 'spreadsheet', 'word', 'python']"
Lead Data Analyst,"['jira', 'excel', 'power_bi', 'tableau', 'sql']"
Junior Recruitment Data Analyst,"['power_bi', 'tableau', 'c', 'excel', 'sql']"
Senior Data Analyst,"['power_bi', 'tableau', 'excel', 'snowflake', 'sql', 'qlik', 'vba']"
data analyst programmer,"['javascript', 'sql', 'nosql', 'r', 'python']"
Business Data Analyst (Junior),"['java', 'excel', 'tableau', 'power_bi', 'r', 'python', 'sql']"
D365 Business Analyst,['jira']
Data Analyst,"['power_bi', 'excel', 'outlook', 'sql', 'word']"
Senior Data Analyst,"['power_bi', 'tableau', 'power_bi', 'looker', 'sql']"
Data Analyst II,"['excel', 'snowflake', 'airflow', 'docker', 'postgresql']"
Plant Master Data Analyst,"['sap', 'r']"
Bioinformatics Analyst,"['bash', 'aws', 'python', 'shell', 'sql']"
Investment Analytics Data Analyst,"['power_bi', 'tableau', 'sql', 'r', 'python']"
Systems/Data Analyst (remote) ($65.00 - $70.00 / hour),"['python', 'sql']"
Enterprise Data Warehouse (EDW) Analyst,"['powershell', 'python', 'ssis', 'sql', 'nosql']"
Senior Data Analyst,"['tableau', 'looker', 'airflow', 'sql', 'redshift']"
Pharmacist Facility Program Manager-Electronic Health Record...,"['power_bi', 'ssis', 'terminal', 'ssrs', 'sql']"
Data Scientist needed for Proptech company  - Contract to Hire,"['excel', 'python']"
Sr. Data Analyst,"['powerpoint', 'excel', 'sql']"
Data Analyst - Now Hiring,"['crystal', 'excel', 'tableau', 'cognos', 'sql']"
Data Analyst,"['power_bi', 'sql']"
Data Analyst,"['tableau', 'power_bi', 'power_bi', 'looker', 'r', 'python', 'sql']"
"Data Analyst - Marketing (Remote - Austin, or U.S.)","['tableau', 'bigquery', 'looker', 'snowflake', 'sql', 'r', 'python']"
Connect BigQuery to PowerBI,"['bigquery', 'power_bi']"
Analytics Consultant,"['sas', 'sql']"
Data Analyst III (Healthcare Analytics),"['power_bi', 'python']"
Data Analyst,"['postgres', 'tableau', 'power_bi', 'postgresql', 'sql']"
HealthCare Data Analyst,"['python', 'sql']"
"Reporting Analyst, Commerce Analytics","['powerpoint', 'excel', 'spreadsheet']"
"Data Scientist, Principal","['sql', 'python']"
Senior Data Analyst,"['power_bi', 'excel', 'sql', 'vba']"
Data Analyst,"['sas', 'sql', 'python']"
Data Analyst III,"['excel', 'sql']"
Data Analyst,"['sharepoint', 'excel', 'sas', 'go', 'sql', 'spss', 'word', 'r']"
Intern - Data Analyst,"['excel', 'tableau', 'python', 'snowflake', 'sql']"
Excel workbook,['excel']
Data Analyst for Donation Revenue Insights + Digital Marketing...,['excel']
"Lead Data Analyst, CRM Marketing","['tableau', 'looker', 'sql', 'r', 'python']"
Senior Military Healthcare Data Analytics Consultant,"['tableau', 'powerpoint', 'excel', 'sas', 'sql', 'spss', 'word', 'python']"
Principal Data Scientist,"['sql', 'python', 'linux']"
Data Analyst,['excel']
Temp Marketing Data Analyst,"['powerpoint', 'excel']"
Data Analyst III,"['power_bi', 'tableau', 'gcp', 'scala', 'spark', 'sql', 'r', 'python']"
Sr. Data Analyst (Corepoint/Rhapsody),"['power_bi', 'ssis', 'sql']"
Director of Data & Analytics,"['looker', 'python', 'javascript']"
Data Analyst,"['power_bi', 'tableau', 'r', 'python', 'sql']"
Business Intelligence Analyst,"['power_bi', 'sql']"
"Principal, Data Analyst","['power_bi', 'tableau', 'scala', 'spark', 'sql', 'r', 'python']"
Data Scientist,"['pyspark', 'python', 'snowflake', 'sql', 'azure']"
looking for Spss T-Test,['spss']
Big Data Lead,"['pyspark', 'python', 'spark', 'go', 'snowflake', 'sql', 'azure']"
Senior Control Systems Data Analyst/Field Engineer,"['powerpoint', 'word', 'visio', 'excel']"
Sr/Dir HR Data Analytics - 90340509 - (Remote Option),"['power_bi', 'excel', 'sap']"
Corporate Actions Analyst,"['swift', 'excel']"
Media Analyst,"['powerpoint', 'excel']"
Data Analyst,"['power_bi', 'sql']"
Senior Data Analyst (Epic) - Remote Eligible,"['tableau', 'sas', 'sql']"
Senior Data Analyst - Firm Analytics - Full-time / Part-time,"['tableau', 'sas', 'snowflake', 'sql', 'spss', 'r', 'python']"
"Data Analyst, Senior Consultant - Energy, Sustainability and...","['power_bi', 'spreadsheet', 'sql', 'word', 'r', 'python']"
"Intern, People Data Analyst","['powerpoint', 'excel']"
Data Analyst for MS&B (Associate or Experienced),"['tableau', 'excel']"
Data Scientist,"['java', 'hadoop', 'power_bi', 'r', 'python', 'spark', 'sas', 'sql']"
Data Analyst II,"['tableau', 'power_bi', 'sql', 'python']"
Business Data Analyst - III,"['gcp', 'sql']"
GEM Data Analyst Intern,['jira']
Data Analyst,"['powerpoint', 'excel']"
Forensic Data Analyst     Database Administrator,"['t-sql', 'tableau', 'postgres', 'java', 'sql', 'mysql', 'r', 'python']"
Tableau Specialist & Data Analyst,"['mysql', 'tableau', 'sql']"
Data Analyst II (Healthcare Analytics/UM/Appeals),"['excel', 'power_bi', 'sql', 'python']"
Data Analyst,"['excel', 'sas', 'sql', 'r', 'python', 'vba']"
Medical Data Analyst,"['excel', 'power_bi']"
Actuarial Data Analyst II,"['r', 'python', 'sas', 'sql']"
"Analytics Manager, Business Intelligence & Reporting","['tableau', 'looker', 'javascript', 'sql']"
"Sr. Data Analyst, Operations Data","['power_bi', 'excel']"
Data Virtualization Trainer,"['powerpoint', 'power_bi']"
Sr. Business Data Analyst,"['powerpoint', 'word', 'excel', 'power_bi', 'tableau', 'sharepoint', 'outlook', 'snowflake', 'sql']"
Data Analyst--Budding Start up,"['html', 'python', 'css', 'javascript', 'c', 'sql']"
Snowflake Data lead with strong python & AWS services exp.,"['node', 'js', 'aws', 'python', 'javascript', 'snowflake', 'sql', 'nosql']"
Data Analyst Intern,"['c', 'sharepoint', 'excel', 'spreadsheet', 'ssrs', 'sql']"
Data Scientist I,"['r', 'python', 'sql']"
Data analysis,"['excel', 'python']"
Data Analyst (Remote) in USA – (job id: 1678257667),"['pandas', 'python', 'spark']"
Global Supply Chain Data Scientist,"['power_bi', 'tableau', 'powerpoint', 'excel', 'sas', 'java', 'sql', 'r', 'python']"
Farm Recruitment and Data Analyst,"['powerpoint', 'excel', 'outlook', 'word', 'shell']"
Program Data Analyst,"['jira', 'spreadsheet']"
Market Research Data Analyst,"['excel', 'power_bi', 'tableau', 'r', 'sas', 'snowflake', 'sql', 'spreadsheet']"
"Business/Data Analyst BI, (Tax/Accounting background only )",['power_bi']
Data Scientist,"['mysql', 'redshift', 'aws', 'python', 'c', 'snowflake', 'scikit-learn', 'sql', 'azure', 'pytorch']"
Data Analyst,"['power_bi', 'python', 'sql', 'azure']"
Data Analyst,"['c', 'excel', 'cognos', 'spss']"
Data Analyst,['spreadsheet']
Workday Reporting Data Analyst,['excel']
Data Analyst,"['node', 'excel', 'sql']"
Power BI Data Analyst,"['jira', 'power_bi', 'snowflake', 'sql', 'dax']"
"Senior Manager II, Advanced Analytics","['power_bi', 'tableau', 'sas', 'word', 'r']"
SQL Data Analyst,"['qlik', 'crystal', 'excel', 'power_bi', 'tableau', 'sas', 'sap', 'ssrs', 'sql', 'spss', 'nosql']"
"Excel dashboard, Data analyst/powerbi Expert",['excel']
Business Data Anlayst,"['power_bi', 'tableau', 'aws', 'pl/sql']"
Data Analyst,"['tableau', 'excel', 'ssis', 'power_bi', 'sql', 'alteryx']"
Systems Data Analyst,"['python', 'tensorflow', 'snowflake', 'sql']"
"Senior Data Analyst, OTC Strategy","['tableau', 'sql', 'python']"
Data Analyst/Business Analyst/ BI Developer with Property...,['sql']
"Data Scientist, Ambulatory Transformation & Performance","['r', 'python', 'azure']"
Executive Assistant-/40$ per hour,"['power_bi', 'tableau', 'excel', 'sql', 'r', 'python']"
"Senior Data Analyst, Enterprise Data Strategy","['power_bi', 'tableau', 'go', 'sql', 'r', 'python']"
Data science ML,"['python', 'tensorflow', 'scikit-learn', 'sql', 'pytorch']"
Senior Data Analyst,"['power_bi', 'tableau', 'sas', 'r']"
Data Analyst with Healthcare,"['github', 'power_bi', 'tableau', 'python', 'sql']"
Business Data Analyst,['sql']
Implementation Services Analyst,"['tableau', 'powerpoint', 'jira', 'excel', 'outlook', 'hadoop', 'sql', 'word']"
Data Analyst III-Remote,"['excel', 'sap', 'sql']"
Data Engineer/ Data Analyst-India,"['java', 'python', 'go', 'c', 'snowflake', 'sql', 'azure', 'alteryx', 'scala']"
Oracle Fusion Data Business Analyst - Fully Remote,['sql']
"Senior Data Analyst, Digital Product","['power_bi', 'tableau', 'powerpoint', 'excel', 'looker', 'outlook', 'go', 'sql', 'twilio', 'word']"
Open-Source Intelligence Analyst,"['hadoop', 'tableau', 'power_bi', 'matplotlib', 'git', 'aws', 'spark', 'azure', 'seaborn']"
Manager - Data Analytics,"['excel', 'pl/sql', 'sql']"
Senior Data Analyst - Specialty Pharmacy Operations Planning - Remote,"['tableau', 'excel', 'outlook', 'power_bi', 'sql', 'word']"
Data Analyst Remote / Telecommute Jobs,"['excel', 'git', 'aws', 'python']"
Data Analyst,"['excel', 'power_bi', 'go', 'sql']"
Data Analyst Engineer,"['powerpoint', 'excel', 'sharepoint', 'outlook']"
Researcher and Data Analyst Required - Contract to Hire,['excel']
Reporting Analyst,['excel']
Online Data Analyst,['go']
Senior Data Analyst,"['java', 'sql', 'spreadsheet']"
Clinical Data Analyst (Hybrid Remote),"['excel', 'tableau', 'power_bi', 'sql']"
Senior Performance Marketing (Data Analyst),"['tableau', 'excel', 'sas', 'hadoop', 'power_bi', 'pl/sql', 'sql', 'spss', 'nosql', 'r', 'python', 'microstrategy', 'vba']"
Enrollment Data Analyst,['sql']
Freelance Data Analyst (Freelance),['excel']
Senior Business Intelligence Analyst,"['pyspark', 'power_bi', 'azure', 'powerpoint', 'excel', 'sql', 'python']"
"University of California, Irvine – Research Data Analyst – Irvine, CA","['sas', 'r']"
"Senior, Data Analyst, Global Marketplace & eCommerce Compliance (GMEC), Monitoring and Reporting","['power_bi', 'tableau', 'aws', 'azure', 'bigquery', 'excel', 'looker', 'hadoop', 'spark', 'sql', 'r', 'python', 'scala']"
SQL/Finance Data Analyst,"['power_bi', 'excel']"
Lead Healthcare Data Analyst,['sql']
Senior Data Analyst Manager,"['excel', 'tableau', 'power_bi', 'r', 'python', 'c', 'sql', 'alteryx']"
"EverCommerce Payment Solutions - Data Analyst, Payments, Remote (US)","['power_bi', 'looker', 'sql']"
Senior Healthcare Data Analyst,"['power_bi', 'tableau', 'excel', 'go', 'sql']"
Senior Financial Analyst,"['powerpoint', 'excel', 'sap', 'outlook', 'terminal', 'word']"
power bi,"['power_bi', 'tableau', 'sql']"
Senior Data Analyst,"['power_bi', 'tableau', 'looker', 'aws', 'sql', 'azure']"
"Analyst Medical Data in Manhattan, NY",['excel']
Embedded Senior Data Analyst SIBU510,"['tableau', 'sharepoint', 'excel', 'sql', 'redshift', 'python']"
Operations Data Analyst (Remote),"['excel', 'sql']"
Senior Data Analyst - Cox Business Planning Strategy & Analytics,"['pyspark', 'pandas', 'tableau', 'scikit-learn', 'powerpoint', 'ggplot2', 'hadoop', 'sql', 'r', 'python', 'numpy', 'alteryx']"
Global Field Corrective Action (FCA) Data Analyst - Remote,"['power_bi', 'sharepoint']"
Data Science Analyst,"['power_bi', 'tableau', 'azure', 'go', 'sql', 'python']"
Senior Data Analyst,"['java', 'powerpoint', 'word', 'excel', 'power_bi', 'r', 'python', 'sas', 'c', 'azure', 'scala']"
Data Insights Specialist,"['pandas', 'python', 'numpy', 'pytorch']"
Data Analyst Senior,['cognos']
Data Management Analyst Level 2 / 3 - R10188866,"['sharepoint', 'powerpoint', 'excel', 'word']"
Bioinformatics Data Analyst,"['linux/unix', 'r']"
Hadoop Data Analyst,"['hadoop', 'aws', 'python', 'pl/sql', 'sql']"
IT Data Analyst,"['github', 'power_bi', 'assembly', 'jira', 'snowflake', 'java']"
Data Analyst,"['git', 'r', 'sql']"
Data Quality & Services Analyst,"['powerpoint', 'excel', 'outlook', 'sql']"
Home Depot Data Entry Jobs ||Remote|| (Senior Data Analyst),"['excel', 'sas', 'outlook', 'hadoop', 'go', 'r']"
Business Analyst - Sales,"['excel', 'powerpoint']"
Healthcare Data Analyst I,"['powerpoint', 'word', 'excel', 'outlook', 'sql']"
Supply Chain Data Analyst,"['hadoop', 'r', 'aws', 'python', 'sql', 'azure']"
Data Analyst for Railroad Industry,"['power_bi', 'sql']"
Oracle HRIS Reporting and Data Analyst,"['power_bi', 'sql']"
